word	n_tokens	n_docs	sites	top_series	damaged_share
di-pi-si-je-wi-jo	1	1	PY:1	Fr:1	0.00
wa-no-so-i	1	1	PY:1	Fr:1	0.00
to-no-e-ke-te-ri-jo	1	1	PY:1	Fr:1	0.00
ti-no-de	1	1	PY:1	Fr:1	1.00
wo-do-we-qe	1	1	PY:1	Fr:1	1.00
pa-ki-ja-ni-jo-jo	1	1	PY:1	Fr:1	0.00
we-a2-no-i	1	1	PY:1	Fr:1	0.00
di-wi-jo-de	1	1	PY:1	Fr:1	0.00
ke-se-ni-wi-jo	1	1	PY:1	Fr:1	1.00
wa-na	1	1	PY:1	Fr:1	1.00
pa-ki-ja-ni-jo	1	1	PY:1	Fr:1	0.00
di-pi-si-jo	1	1	PY:1	Fr:1	1.00
me-ki-to-de	1	1	PY:1	Fr:1	1.00
nu-wi-jo	1	1	PY:1	Fr:1	1.00
e-qo-me-ne	1	1	PY:1	Fr:1	1.00
ka-ra-te-mi-de	1	1	PY:1	Gn:1	0.00
o-ro-ke-we	1	1	PY:1	Gn:1	0.00
ki-jo-ne-u-si	1	1	PY:1	Gn:1	0.00
da-ka-ja-pi	1	1	PY:1	Gn:1	0.00
pi-ke-te-i	1	1	PY:1	Gn:1	0.00
i-ka-sa-ja	1	1	PY:1	Gn:1	0.00
to-so-pa	1	1	PY:1	Ja:1	0.00
ka-ra-wi-so	1	1	PY:1	Ja:1	0.00
qe-ta-wo	1	1	PY:1	Jn:1	0.00
ta-mi-je-u	1	1	PY:1	Jn:1	0.00
e-u-ru-wo-ta	1	1	PY:1	Jn:1	0.00
e-u-do-no	1	1	PY:1	Jn:1	0.00
wi-du-wa-ko	1	1	PY:1	Jn:1	0.00
ke-we-to	1	1	PY:1	Jn:1	0.00
pe-ta-ro	1	1	PY:1	Jn:1	0.00
ke-we-to-jo	1	1	PY:1	Jn:1	0.00
i-wa-ka-o	1	1	PY:1	Jn:1	0.00
pa-qo-si-jo-jo	1	1	PY:1	Jn:1	0.00
po-ro-u-te-wo	1	1	PY:1	Jn:1	0.00
tu-ke-ne-u	1	1	PY:1	Jn:1	0.00
o-re-mo-a-ke-re-u	1	1	PY:1	Jn:1	0.00
a-mo-ta-jo	1	1	PY:1	Jn:1	0.00
e-ki-wo	1	1	PY:1	Jn:1	0.00
ka-ka-po	1	1	PY:1	Jn:1	0.00
wi-tu-ta	1	1	PY:1	Jn:1	0.00
ka-ra-wi-ko	1	1	PY:1	Jn:1	0.00
pi-we-ri-ja-ta	1	1	PY:1	Jn:1	0.00
wa-u-do-no	1	1	PY:1	Jn:1	0.00
pi-ta-ke-u	1	1	PY:1	Jn:1	0.00
e-pi-da-to	1	1	PY:1	Jn:1	0.00
pa-pa-jo	1	1	PY:1	Jn:1	0.00
pi-ro-we-ko	1	1	PY:1	Jn:1	0.00
a2-nu-me-no	1	1	PY:1	Jn:1	0.00
ko-so-u-to	1	1	PY:1	Jn:1	0.00
ke-ro	1	1	PY:1	Jn:1	0.00
de-ko-to-jo	1	1	PY:1	Jn:1	1.00
re-u-ko-ro-o-pu2-ru	1	1	PY:1	Jn:1	0.00
a3-ta-ro	1	1	PY:1	Jn:1	0.00
wi-du-wo-i-jo	1	1	PY:1	Jn:1	0.00
a-me-no	1	1	PY:1	Jn:1	0.00
pa-pu-so	1	1	PY:1	Jn:1	0.00
na-wa-to	1	1	PY:1	Jn:1	0.00
a-na-te-u	1	1	PY:1	Jn:1	0.00
a-pe-ke-i-jo	1	1	PY:1	Jn:1	0.00
wi-ja-ni-jo	1	1	PY:1	Jn:1	0.00
ma-na-si-we-ko	1	1	PY:1	Jn:1	0.00
ma-wa-si-jo	1	1	PY:1	Jn:1	0.00
i-ta-ra-jo	1	1	PY:1	Jn:1	0.00
wi-ja-te-wo	1	1	PY:1	Jn:1	0.00
no-e-u	1	1	PY:1	Jn:1	0.00
e-pe-ke-u	1	1	PY:1	Jn:1	0.00
pu-te-u	1	1	PY:1	Jn:1	0.00
ko-ne-wa-ta	1	1	PY:1	Jn:1	0.00
qe-to-ro-no	1	1	PY:1	Jn:1	0.00
a-pe-ke-e	1	1	PY:1	Jn:1	0.00
ko-za-ro	1	1	PY:1	Jn:1	0.00
a-ke-wa-ta	1	1	PY:1	Jn:1	0.00
ko-ta-wo	1	1	PY:1	Jn:1	0.00
da-u-ta-ro	1	1	PY:1	Jn:1	0.00
du-ko-so	1	1	PY:1	Jn:1	1.00
e-u-wa-ko-ro	1	1	PY:1	Jn:1	1.00
wa-ti-ro	1	1	PY:1	Jn:1	1.00
to-sa-no-jo	1	1	PY:1	Jn:1	0.00
a-mu-ta-wo-no	1	1	PY:1	Jn:1	1.00
ko-ro-tu-no	1	1	PY:1	Jn:1	0.00
ra-wo-ke-ta	1	1	PY:1	Jn:1	0.00
o-qa	1	1	PY:1	Jn:1	0.00
po-to-re-ma-ta	1	1	PY:1	Jn:1	0.00
wa-pa-no	1	1	PY:1	Jn:1	0.00
mo-da	1	1	PY:1	Jn:1	0.00
i-pe-ra-ta	1	1	PY:1	Jn:1	0.00
to-ri-jo	1	1	PY:1	Jn:1	0.00
pu-ra-ta	1	1	PY:1	Jn:1	0.00
wi-ti-mi-jo	1	1	PY:1	Jn:1	0.00
pe-re-qo-no-jo	1	1	PY:1	Jn:1	0.00
a3-ki-e-wo	1	1	PY:1	Jn:1	0.00
mi-ka-ri-jo-jo	1	1	PY:1	Jn:1	0.00
pu-ra-ta-o	1	1	PY:1	Jn:1	0.00
e-ni-pa-te-we	1	1	PY:1	Jn:1	0.00
ma-ka-wo	1	1	PY:1	Jn:1	0.00
pi-ro-ne-ta	1	1	PY:1	Jn:1	0.00
wa-ka-ta	1	1	PY:1	Jn:1	0.00
po-ru-e-ro	1	1	PY:1	Jn:1	0.00
po-ti-na-jo	1	1	PY:1	Jn:1	0.00
e-u-wa-re	1	1	PY:1	Jn:1	0.00
o-ke-te-u	1	1	PY:1	Jn:1	0.00
a-me-to	1	1	PY:1	Jn:1	0.00
ta-re-u	1	1	PY:1	Jn:1	0.00
tu-ri-jo	1	1	PY:1	Jn:1	0.00
ta-na-wo	1	1	PY:1	Jn:1	0.00
a-no-me-de	1	1	PY:1	Jn:1	0.00
qi-si-ja-ko	1	1	PY:1	Jn:1	0.00
ka-ri-si-jo	1	1	PY:1	Jn:1	1.00
ko-a2-ta	1	1	PY:1	Jn:1	0.00
ko-do-ro	1	1	PY:1	Jn:1	1.00
te-pe	1	1	PY:1	Jn:1	0.00
e-ka-no	1	1	PY:1	Jn:1	1.00
pe-re-qo-no	1	1	PY:1	Jn:1	0.00
ma-ka-ta	1	1	PY:1	Jn:1	0.00
wi-jo-ro-jo	1	1	PY:1	Jn:1	0.00
wa-tu-ta	1	1	PY:1	Jn:1	0.00
o-wo-ta	1	1	PY:1	Jn:1	0.00
o-ru-we-ro	1	1	PY:1	Jn:1	0.00
ko-ma-do-ro	1	1	PY:1	Jn:1	0.00
po-so-ra-ko	1	1	PY:1	Jn:1	0.00
wa-ti-ko-ro	1	1	PY:1	Jn:1	0.00
e-ru-ta-jo	1	1	PY:1	Jn:1	0.00
e-u-ko-me-no	1	1	PY:1	Jn:1	1.00
di-nu-wa-ta	1	1	PY:1	Jn:1	0.00
wa-du-ri-jo	1	1	PY:1	Jn:1	0.00
o-wi-da	1	1	PY:1	Jn:1	0.00
pa-ra-ke-te-e-we	1	1	PY:1	Jn:1	0.00
ro-wo	1	1	PY:1	Jn:1	0.00
ma-ra-ta	1	1	PY:1	Jn:1	0.00
a-no-ta	1	1	PY:1	Jn:1	0.00
si-ra-ta	1	1	PY:1	Jn:1	0.00
ra-wo-qo-ta	1	1	PY:1	Jn:1	0.00
e-u-we-to	1	1	PY:1	Jn:1	0.00
e-ke-i-ja-ta	1	1	PY:1	Jn:1	0.00
wo-wa-ro	1	1	PY:1	Jn:1	0.00
du-wo-jo	1	1	PY:1	Jn:1	0.00
di-ra-wo-no	1	1	PY:1	Jn:1	1.00
e-u-we-to-ro	1	1	PY:1	Jn:1	0.00
jo-do-so-si	1	1	PY:1	Jn:1	0.00
du-ma-te-qe	1	1	PY:1	Jn:1	0.00
po-ro-ko-re-te-re-qe	1	1	PY:1	Jn:1	0.00
o-pi-su-ko-qe	1	1	PY:1	Jn:1	0.00
na-wi-jo	1	1	PY:1	Jn:1	0.00
pa-ta-jo-i-qe	1	1	PY:1	Jn:1	0.00
e-ke-si-qe	1	1	PY:1	Jn:1	0.00
a3-ka-sa-ma	1	1	PY:1	Jn:1	0.00
e-re-i	1	1	PY:1	Jn:1	0.00
a-ke-te-re	1	1	PY:1	Jn:1	0.00
si-mu-ta	1	1	PY:1	Jn:1	0.00
ra-u-ta	1	1	PY:1	Jn:1	0.00
ma-ri-ta	1	1	PY:1	Jn:1	0.00
pi-ro-ka-te	1	1	PY:1	Jn:1	0.00
me-ra-to	1	1	PY:1	Jn:1	0.00
a-ri-qa	1	1	PY:1	Jn:1	0.00
si-pa-ta-no	1	1	PY:1	Jn:1	0.00
pu-wa-ne	1	1	PY:1	Jn:1	0.00
pu-ke-se-ro	1	1	PY:1	Jn:1	0.00
re-qo-we	1	1	PY:1	Jn:1	0.00
qe-ta-ra-je-u	1	1	PY:1	Jn:1	0.00
du-re-u	1	1	PY:1	Jn:1	0.00
a-pa-je-u	1	1	PY:1	Jn:1	0.00
pa-pa-ra-ko	1	1	PY:1	Jn:1	0.00
ma-ta-ko	1	1	PY:1	Jn:1	0.00
ku-ke-re-u	1	1	PY:1	Jn:1	0.00
wa-ra-ko-no	1	1	PY:1	Jn:1	0.00
qe-re-me-ne-u	1	1	PY:1	Jn:1	0.00
o-pi-ko-wo	1	1	PY:1	Jn:1	0.00
o-pi-su-ko	1	1	PY:1	Jn:1	0.00
qa-te	1	1	PY:1	Jn:1	1.00
ke-ro-te	1	1	PY:1	Jn:1	1.00
we-ke-i-jo	1	1	PY:1	Jn:1	1.00
ke-da-si	1	1	PY:1	Jn:1	1.00
e-pa-ta	1	1	PY:1	Jn:1	1.00
e-pi-ta-jo	1	1	PY:1	Jn:1	0.00
ne-da-wa-ta	1	1	PY:1	Jo:1	0.00
a-pu2-ja	1	1	PY:1	Jo:1	1.00
qo-wo	1	1	PY:1	Jo:1	1.00
e-ra-te-re-wa-o	1	1	PY:1	Jo:1	0.00
po-so-ri-jo	1	1	PY:1	Jo:1	1.00
a-ro-te	1	1	PY:1	La:1	1.00
wa-na-ka-to	1	1	PY:1	La:1	1.00
pte-we	1	1	PY:1	La:1	1.00
pa-ko-wa	1	1	PY:1	La:1	1.00
a-ro-ta	1	1	PY:1	La:1	1.00
te-ro-a	1	1	PY:1	La:1	1.00
a-ro	1	1	PY:1	La:1	1.00
pi-ku-e-wi	1	1	PY:1	La:1	1.00
pa-wo-ko	1	1	PY:1	La:1	1.00
ti-nwa-ti	1	1	PY:1	La:1	1.00
mo-ro-ko-wo-wo-pi	1	1	PY:1	La:1	1.00
i-na-ma-ta	1	1	PY:1	Ma:1	0.00
do-si-mi-ja	1	1	PY:1	Ma:1	0.00
pe-ru-si-nu	1	1	PY:1	Ma:1	0.00
pe-ra3-qo	1	1	PY:1	Ma:1	0.00
e-ra-te-re-we	1	1	PY:1	Ma:1	0.00
a2-te-ro	1	1	PY:1	Ma:1	0.00
di-do-si	1	1	PY:1	Ma:1	0.00
a-ne-ta-de	1	1	PY:1	Ma:1	0.00
ma-ra-ne-ni-jo	1	1	PY:1	Ma:1	0.00
ke-do-jo-no	1	1	PY:1	Mb:1	1.00
di-wi-jo	1	1	PY:1	Mb:1	0.00
na-me	1	1	PY:1	Mb:1	1.00
a3-ki-po-de	1	1	PY:1	Mb:1	1.00
ka-te	1	1	PY:1	Mb:1	1.00
u-ma	1	1	PY:1	Mb:1	1.00
se-we	1	1	PY:1	Mb:1	1.00
ja-ke-te-re	1	1	PY:1	Mm:1	0.00
me-wi-te-jo	1	1	PY:1	Mm:1	1.00
a-sa-ti-ja	1	1	PY:1	Mn:1	0.00
ko-ro-jo-wo-wi-ja	1	1	PY:1	Mn:1	0.00
e-pi-qo-ra2	1	1	PY:1	Mn:1	0.00
a2-te-we	1	1	PY:1	Mn:1	1.00
ma-ne	1	1	PY:1	Mn:1	1.00
qe-re-me	1	1	PY:1	Mn:1	1.00
ma-ra-ne	1	1	PY:1	Mn:1	1.00
ro-u-si	1	1	PY:1	Mn:1	1.00
o-no-ka-ra	1	1	PY:1	Mn:1	1.00
ma-to-pu-ro	1	1	PY:1	Mn:1	1.00
da-nu-wa-a-ri	1	1	PY:1	Mn:1	1.00
ze-i-ja-ka-ra-na	1	1	PY:1	Na:1	1.00
e-we-da-si	1	1	PY:1	Na:1	1.00
u-po-di-jo-no	1	1	PY:1	Na:1	0.00
e-ri-no-wo	1	1	PY:1	Na:1	0.00
sa-ma-ri-wa	1	1	PY:1	Na:1	0.00
ke-u-po-da	1	1	PY:1	Na:1	0.00
ro-si-ja	1	1	PY:1	Na:1	1.00
e-u-ta-re-wo	1	1	PY:1	Na:1	0.00
ma-ra-te-we	1	1	PY:1	Na:1	0.00
a-pa-ri-ka-na-we-ja	1	1	PY:1	Na:1	0.00
ta-mi-ta-na	1	1	PY:1	Na:1	0.00
ku-na-ke-ta-i	1	1	PY:1	Na:1	0.00
e-re-e-wo	1	1	PY:1	Na:1	1.00
qo-pi-ja	1	1	PY:1	Na:1	0.00
na-ka	1	1	PY:1	Na:1	1.00
do-ro-qo	1	1	PY:1	Na:1	0.00
so-wo-te	1	1	PY:1	Na:1	0.00
ke-ke-me-no-jo	1	1	PY:1	Na:1	1.00
wa-te-u	1	1	PY:1	Na:1	0.00
wo-no-qe-wa	1	1	PY:1	Na:1	0.00
to-ro-wa-so	1	1	PY:1	Na:1	0.00
re-u-te-ra	1	1	PY:1	Na:1	0.00
pu2-ra2-a-ki-ri-jo	1	1	PY:1	Na:1	0.00
e-ko-so-no	1	1	PY:1	Na:1	0.00
po-ru-ko-ro-te-wi-jo	1	1	PY:1	Na:1	0.00
pa-ri-so	1	1	PY:1	Na:1	1.00
ki-ti-je-si	1	1	PY:1	Na:1	0.00
a-sa-pi	1	1	PY:1	Na:1	1.00
ra-i-pi	1	1	PY:1	Na:1	0.00
te-se-e	1	1	PY:1	Na:1	0.00
a3-wi-jo	1	1	PY:1	Na:1	0.00
ki-ti-to	1	1	PY:1	Na:1	1.00
qe-re-me-e	1	1	PY:1	Na:1	0.00
ke-re-ti-wo	1	1	PY:1	Na:1	0.00
a-pa-ta	1	1	PY:1	Na:1	0.00
ke-re-te-u-ti-no	1	1	PY:1	Na:1	1.00
ke-po-da	1	1	PY:1	Na:1	0.00
me-ka-o	1	1	PY:1	Na:1	0.00
wa-re-u-ka-ra	1	1	PY:1	Na:1	1.00
ke-i-jo	1	1	PY:1	Na:1	0.00
e-ro2-ne	1	1	PY:1	Na:1	0.00
a-o-ze-jo	1	1	PY:1	Na:1	1.00
e-wi-ku-wo-te	1	1	PY:1	Na:1	0.00
me-sa-po	1	1	PY:1	Na:1	0.00
qo-ro-mu-ro	1	1	PY:1	Na:1	0.00
a2-ki-ra	1	1	PY:1	Na:1	0.00
ri-sa-pi	1	1	PY:1	Na:1	0.00
e-ke-de-mi	1	1	PY:1	Na:1	0.00
a2-ku-mi-jo	1	1	PY:1	Na:1	0.00
pa-ka-a-ka-ri	1	1	PY:1	Na:1	0.00
a2-ke-wo-a-ki-ri	1	1	PY:1	Na:1	1.00
no-ka-ra-o-re	1	1	PY:1	Na:1	1.00
ri-so-we-ja	1	1	PY:1	Na:1	0.00
a-pi-ke-ne-a	1	1	PY:1	Na:1	1.00
pi-ka-na	1	1	PY:1	Na:1	1.00
ru-ke-wo-wo-wi-ja	1	1	PY:1	Na:1	1.00
de-we-ro-a3-ko-ra-i-ja	1	1	PY:1	Ng:1	0.00
o-o-pe-ro-si	1	1	PY:1	Nn:1	0.00
u-ka-jo	1	1	PY:1	Nn:1	0.00
pu2-ra2-a-ke-re-u	1	1	PY:1	Nn:1	0.00
ke-i-ja-ka-ra-na	1	1	PY:1	Nn:1	0.00
di-wi-ja-ta	1	1	PY:1	Nn:1	0.00
ko-ri	1	1	PY:1	Nn:1	1.00
u-re	1	1	PY:1	Nn:1	1.00
e-re-e-u	1	1	PY:1	Nn:1	0.00
a-ro-je-u	1	1	PY:1	Nn:1	1.00
e-re-u-te	1	1	PY:1	Na:1	1.00
e-re-u	1	1	PY:1	Na:1	1.00
e-ra-te-i-jo	1	1	PY:1	On:1	1.00
du-ma-ti	1	1	PY:1	On:1	1.00
o-de-qa-a2	1	1	PY:1	On:1	0.00
pe-ra-a-ko-ra-i-jo	1	1	PY:1	On:1	1.00
ra-u-ra-ti-ja	1	1	PY:1	On:1	0.00
te-mi-ti-ja	1	1	PY:1	On:1	1.00
re-u-ka-so	1	1	PY:1	Pa:1	0.00
pe-ra-ko-ra-i-ja	1	1	PY:1	Pa:1	0.00
a-pi-ka-ra-do-jo	1	1	PY:1	Pa:1	1.00
o-de-ka-sa-to	1	1	PY:1	Pn:1	0.00
si-ma-ko	1	1	PY:1	Pn:1	0.00
ru-ko	1	1	PY:1	Pn:1	0.00
ka-wa-ra	1	1	PY:1	Qa:1	0.00
se-ri-no-wo	1	1	PY:1	Qa:1	1.00
po-qa-te-u	1	1	PY:1	Qa:1	0.00
a-o-ri-me-ne	1	1	PY:1	Qa:1	0.00
e-da-e-u	1	1	PY:1	Qa:1	0.00
po-ti-ni-ja-wi-jo	1	1	PY:1	Qa:1	0.00
ki-nu-ra	1	1	PY:1	Qa:1	0.00
ke-i-ja	1	1	PY:1	Qa:1	1.00
a-te-ra-wo	1	1	PY:1	Qa:1	0.00
wo-ro-qo-ta	1	1	PY:1	Qa:1	1.00
te-ra-u-re-o	1	1	PY:1	Sa:1	1.00
a-ku-ro	1	1	PY:1	Sa:1	0.00
ke-ro-ke-re-we-o	1	1	PY:1	Sa:1	0.00
ku-pa-ri-se-ja	1	1	PY:1	Sa:1	0.00
te-tu-ko-wo-a2	1	1	PY:1	Sa:1	0.00
se-we-ri-ko-jo	1	1	PY:1	Sa:1	0.00
tu-ri-si-jo-jo	1	1	PY:1	Sa:1	0.00
e-ke-i-jo-jo	1	1	PY:1	Sa:1	0.00
a-sa-ma-to	1	1	PY:1	Sa:1	0.00
wo-ro-ko-jo	1	1	PY:1	Sa:1	0.00
wa-de-o	1	1	PY:1	Sa:1	0.00
a-pa-si-jo-jo	1	1	PY:1	Sa:1	0.00
pe-qe-ro-jo	1	1	PY:1	Sa:1	0.00
e-te-wa-jo-jo	1	1	PY:1	Sa:1	0.00
mo-qo-so-jo	1	1	PY:1	Sa:1	0.00
ta-na-wa	1	1	PY:1	Sa:1	0.00
no-pe-re-e	1	1	PY:1	Sa:1	0.00
po-ru-we-wo	1	1	PY:1	Sa:1	0.00
a-te-wo-jo	1	1	PY:1	Sa:1	0.00
ke-ra-e	1	1	PY:1	Sa:1	1.00
e-ti-ra-wo-jo	1	1	PY:1	Sa:1	0.00
a-re-to-to	1	1	PY:1	Sa:1	0.00
te-mi-de-we-te	1	1	PY:1	Sa:1	0.00
e-pi-wo-qa-ta-o	1	1	PY:1	Sa:1	0.00
to-ra-ke	1	1	PY:1	Sh:1	0.00
wo-ke	1	1	PY:1	Sh:1	0.00
ke-re-a2	1	1	PY:1	Ta:1	1.00
ti-ri-po-de	1	1	PY:1	Ta:1	0.00
a3-ke-u	1	1	PY:1	Ta:1	0.00
po-de	1	1	PY:1	Ta:1	0.00
o-wo-we	1	1	PY:1	Ta:1	0.00
qe-to	1	1	PY:1	Ta:1	0.00
di-pa-e	1	1	PY:1	Ta:1	0.00
ti-ri-o-we-e	1	1	PY:1	Ta:1	0.00
ti-ri-jo-we	1	1	PY:1	Ta:1	0.00
a-no-we	1	1	PY:1	Ta:1	0.00
we-a-re-ja	1	1	PY:1	Ta:1	0.00
ku-wa-no-qe	1	1	PY:1	Ta:1	1.00
me-no-e-ja	1	1	PY:1	Ta:1	0.00
qe-qi-no-to	1	1	PY:1	Ta:1	0.00
ko-ru-pi-qe	1	1	PY:1	Ta:1	0.00
pe-za	1	1	PY:1	Ta:1	0.00
po-pi	1	1	PY:1	Ta:1	0.00
e-ka-ma-te-qe	1	1	PY:1	Ta:1	0.00
qe-qi-no-to-qe	1	1	PY:1	Ta:1	0.00
ku-te-ta-jo	1	1	PY:1	Ta:1	0.00
ku-ru-sa-pi	1	1	PY:1	Ta:1	0.00
o-ni-ti-ja-pi	1	1	PY:1	Ta:1	0.00
ta-ra-nu-qe	1	1	PY:1	Ta:1	0.00
se-re-mo-ka-ra-o-re	1	1	PY:1	Ta:1	0.00
a-di-ri-ja-te-qe	1	1	PY:1	Ta:1	0.00
po-ti-pi-qe	1	1	PY:1	Ta:1	0.00
ku-te-so	1	1	PY:1	Ta:1	0.00
se-re-mo-ka-ra-a-pi	1	1	PY:1	Ta:1	0.00
a-di-ri-ja-pi-qe	1	1	PY:1	Ta:1	0.00
re-wo-pi-qe	1	1	PY:1	Ta:1	0.00
pi-je-ra3	1	1	PY:1	Ta:1	0.00
to-qi-de-ja	1	1	PY:1	Ta:1	0.00
pa-ko-to	1	1	PY:1	Ta:1	0.00
a-pe-te-me-ne	1	1	PY:1	Ta:1	0.00
po-ro-e-ke-te-ri-ja	1	1	PY:1	Ta:1	0.00
ko-te-ri-ja	1	1	PY:1	Ta:1	0.00
au-te	1	1	PY:1	Ta:1	0.00
pu-ra-u-to-ro	1	1	PY:1	Ta:1	0.00
qa-ra-to-ro	1	1	PY:1	Ta:1	0.00
i-to-we-sa	1	1	PY:1	Ta:1	0.00
so-we-ne-ja	1	1	PY:1	Ta:1	0.00
o-pi-ke-wi-ri-je-u	1	1	PY:1	Ta:1	0.00
pu2-ke-qi-ri	1	1	PY:1	Ta:1	0.00
te-ke	1	1	PY:1	Ta:1	0.00
a-mo-te-wi-ja	1	1	PY:1	Ta:1	0.00
ko-ro-no-we-sa	1	1	PY:1	Ta:1	0.00
ku-na-ja	1	1	PY:1	Ta:1	0.00
to-qi-de-we-sa	1	1	PY:1	Ta:1	0.00
e-re-pa-te-jo-qe	1	1	PY:1	Ta:1	0.00
pi-ti-ro2-we-sa	1	1	PY:1	Ta:1	0.00
we-pe-za	1	1	PY:1	Ta:1	0.00
we-a2-re-jo	1	1	PY:1	Ta:1	0.00
se-re-mo-ka-ra-o-re-qe	1	1	PY:1	Ta:1	0.00
ku-wa-ni-jo-qe	1	1	PY:1	Ta:1	0.00
ku-ru-sa-pi-qe	1	1	PY:1	Ta:1	0.00
to-pe-zo	1	1	PY:1	Ta:1	0.00
mi-ra2	1	1	PY:1	Ta:1	0.00
pu-ko-so	1	1	PY:1	Ta:1	0.00
e-ne-wo-pe-zo	1	1	PY:1	Ta:1	0.00
to-qi-de-jo	1	1	PY:1	Ta:1	0.00
pa-ra-ku-we	1	1	PY:1	Ta:1	0.00
pa-sa-ro	1	1	PY:1	Ta:1	0.00
to-ni-jo	1	1	PY:1	Ta:1	0.00
qi-si-pe-e	1	1	PY:1	Ta:1	0.00
ka-ru-we-qe	1	1	PY:1	Ta:1	0.00
a-to-ro-qo	1	1	PY:1	Ta:1	0.00
i-qo-qe	1	1	PY:1	Ta:1	0.00
po-ru-po-de-qe	1	1	PY:1	Ta:1	0.00
po-ni-ke-qe	1	1	PY:1	Ta:1	0.00
ka-ra-a-pi	1	1	PY:1	Ta:1	0.00
re-wo-te-jo	1	1	PY:1	Ta:1	0.00
po-ro-wi-to-jo	1	1	PY:1	Tn:1	0.00
ma-na-sa	1	1	PY:1	Tn:1	0.00
po-si-da-e-ja	1	1	PY:1	Tn:1	0.00
ti-ri-se-ro-e	1	1	PY:1	Tn:1	0.00
do-po-ta	1	1	PY:1	Tn:1	0.00
po-si-da-i-jo	1	1	PY:1	Tn:1	0.00
a-ke-qe	1	1	PY:1	Tn:1	0.00
qo-wi-ja	1	1	PY:1	Tn:1	1.00
i-pe-me-de-ja-qe	1	1	PY:1	Tn:1	0.00
di-u-ja-jo-qe	1	1	PY:1	Tn:1	0.00
pe-re-po-re-na-qe	1	1	PY:1	Tn:1	0.00
a-re-ja	1	1	PY:1	Tn:1	0.00
di-u-jo	1	1	PY:1	Tn:1	0.00
i-je-we	1	1	PY:1	Tn:1	0.00
a-te-re-e-te-jo	1	1	PY:1	Tn:1	1.00
re-wo-te-re-jo	1	1	PY:1	Tn:1	0.00
u-do-ro	1	1	PY:1	Tn:1	0.00
pi-a2-ra	1	1	PY:1	Tn:1	0.00
a-te-we	1	1	PY:1	Tn:1	0.00
po-ka-ta-ma	1	1	PY:1	Tn:1	0.00
ke-do-jo	1	1	PY:1	Ua:1	0.00
e-qa-na-qe	1	1	PY:1	Ua:1	1.00
te-u-ke-pi	1	1	PY:1	Ub:1	0.00
di-pte-ra3	1	1	PY:1	Ub:1	0.00
ro-u-si-je-wi-ja	1	1	PY:1	Ub:1	0.00
ra-pte-ri-ja	1	1	PY:1	Ub:1	0.00
a-na-pu-ke	1	1	PY:1	Ub:1	0.00
po-qe-wi-ja	1	1	PY:1	Ub:1	0.00
e-ra-pi-ja	1	1	PY:1	Ub:1	0.00
ra-ma-o	1	1	PY:1	Ub:1	0.00
e-ra-ti-ja-o	1	1	PY:1	Ub:1	0.00
pe-ru-si-nwa-o	1	1	PY:1	Ub:1	0.00
me-ti-ja-no	1	1	PY:1	Ub:1	0.00
to-pa	1	1	PY:1	Ub:1	0.00
ru-de-a2	1	1	PY:1	Ub:1	0.00
a-re-se-si	1	1	PY:1	Ub:1	0.00
pe-di-ra	1	1	PY:1	Ub:1	0.00
we-ru-ma-ta	1	1	PY:1	Ub:1	0.00
ze-u-ke-si	1	1	PY:1	Ub:1	0.00
pe-di-ro	1	1	PY:1	Ub:1	0.00
e-ma-ta	1	1	PY:1	Ub:1	0.00
e-pi-u-ru-te-we	1	1	PY:1	Ub:1	0.00
a-pe-i-ja	1	1	PY:1	Ub:1	0.00
we-re-ne-ja	1	1	PY:1	Ub:1	1.00
a3-za	1	1	PY:1	Ub:1	0.00
pe-di-ro-i	1	1	PY:1	Ub:1	0.00
mu-jo-me-no	1	1	PY:1	Un:1	0.00
a-pi-e-ke	1	1	PY:1	Un:1	0.00
o-pi-te-ke-e-u	1	1	PY:1	Un:1	0.00
po-de-da-o-ne	1	1	PY:1	Un:1	1.00
me-za-wo-ni	1	1	PY:1	Un:1	0.00
e-ke-ra-ne	1	1	PY:1	Un:1	0.00
tu-wo	1	1	PY:1	Un:1	0.00
te-qi-jo-ne	1	1	PY:1	Un:1	0.00
a-ti-mi-te	1	1	PY:1	Un:1	0.00
da-ko-ro-i	1	1	PY:1	Un:1	0.00
a-ka-wo-ne	1	1	PY:1	Un:1	0.00
o-do-ke	1	1	PY:1	Un:1	0.00
tu-we-ta	1	1	PY:1	Un:1	0.00
a-re-pa-zo-o	1	1	PY:1	Un:1	0.00
tu-we-a	1	1	PY:1	Un:1	0.00
a-re-pa-te	1	1	PY:1	Un:1	0.00
ze-so-me	1	1	PY:1	Un:1	0.00
ze-so-me-no	1	1	PY:1	Un:1	0.00
po-re-no-zo-te-ri-ja	1	1	PY:1	Un:1	0.00
te-ri-ja	1	1	PY:1	Un:1	0.00
ra-ka	1	1	PY:1	Un:1	0.00
ku-ro-ro2	1	1	PY:1	Un:1	0.00
a-pi-qo-o	1	1	PY:1	Un:1	0.00
o-to-wo-o	1	1	PY:1	Un:1	0.00
sa-ra-pe-da	1	1	PY:1	Un:1	0.00
po-se-da-o-ni	1	1	PY:1	Un:1	0.00
o-wi-de-ta-i	1	1	PY:1	Un:1	0.00
e-ke-ra2-wo	1	1	PY:1	Un:1	0.00
a-re-ro	1	1	PY:1	Un:1	0.00
me-re-u-ro	1	1	PY:1	Un:1	0.00
