word	n_tokens	n_docs	sites	top_series	damaged_share
ra-ke-da-mi-ni-jo	3	3	TH:3	Fq:3	0.33
a-ke-ne-u-si	3	3	TH:3	Fq:3	0.33
te-ka-ta-si	3	3	TH:3	Gp:2,Fq:1	0.33
e-pe-to-i	3	3	TH:3	Gp:3	0.00
na-su-to	3	3	MY:3	Au:3	0.67
te-ra-wo	3	3	MY:3	Au:3	0.67
sa-sa-ma	3	2	MY:3	Ge:3	0.00
pe-ke-u	3	3	MY:3	Ge:3	0.00
mi-ta	3	3	MY:3	Ge:3	0.00
ka-na-to	3	3	MY:3	Wt:2,Ue:1	0.00
pu-ti	3	3	KH:3	Z-:3	1.00
e-ri-nu	2	2	KN:2	Fp:1,Fh:1	0.50
ra-ni	2	2	KN:2	B-:1,X-:1	0.50
pe-ri-qo-ta-o	2	2	KN:2	Dq:2	1.00
ku-ja-ro	2	2	KN:2	Od:1,De:1	0.00
ki-u-ro	2	2	KN:2	Dl:1,Bk:1	0.50
si-ja-ma-to	2	2	KN:2	Fp:1,U-:1	0.00
a-qi-ru	2	1	KN:2	Ce:2	0.00
pa-ta-re	2	2	KN:2	Xd:1,X-:1	1.00
wo-di-jo	2	2	KN:1,PY:1	V-:1,Jn:1	0.00
pe-ri-ta	2	2	KN:2	V-:1,K-:1	0.00
ra-wo-ti-jo	2	2	KN:2	Ce:1,Vc:1	0.50
e-e-si	2	2	KN:2	Ai:1,Sd:1	0.50
ka-ra-na-ta	2	2	KN:2	Vc:1,Xd:1	0.50
ka-ti	2	2	KN:1,PY:1	Ce:1,Tn:1	0.50
ka-no	2	2	KN:1,TH:1	Vc:1,Ft:1	0.50
pe-re-ko	2	2	KN:2	Ag:1,Od:1	0.50
di-wi-ja	2	2	KN:1,PY:1	Xd:1,An:1	0.50
a-ku-di-ri-jo	2	2	KN:2	Vc:1,Dc:1	0.50
pa-ze	2	1	KN:2	V-:2	0.00
a-e	2	2	KN:1,PY:1	Xd:1,Qa:1	1.00
a-pe-o	2	2	KN:1,PY:1	V-:1,An:1	0.50
po-ru-da-si-jo	2	2	KN:1,PY:1	V-:1,Aq:1	0.50
qe-re-wa	2	2	KN:2	Xd:2	1.00
we-re-we	2	1	KN:2	V-:2	0.00
a-e-da-do-ro	2	2	KN:2	F-:1,Sc:1	0.00
a-me-ja	2	2	KN:2	F-:1,Xd:1	0.50
pu2-te-re	2	2	KN:1,PY:1	V-:1,Na:1	0.50
qi	2	2	KN:2	Uc:1,Vc:1	1.00
a-qi-ra	2	2	KN:2	Ce:1,Xd:1	1.00
wa-ke-i-jo	2	2	KN:2	Vc:2	0.50
we-we-e-a	2	2	KN:2	L-:2	0.00
pe-re-wa-ta	2	2	KN:1,PY:1	Vc:1,An:1	0.00
du	2	2	KN:2	Vc:1,Dv:1	1.00
a2-ta	2	2	KN:1,PY:1	Ai:1,An:1	0.50
ti-ri-jo-qa	2	2	KN:2	Sc:1,Np:1	0.50
pu2-re-wa	2	2	KN:1,TH:1	Sc:1,Of:1	0.00
we-wa-do-ro	2	2	KN:2	Sc:1,Db:1	0.50
ni-ja	2	2	KN:2	Np:1,Fh:1	1.00
e-pi	2	2	KN:1,PY:1	V-:1,Un:1	0.00
ke-re-wa	2	2	KN:2	V-:1,Od:1	0.50
di-wi-ja-wo	2	2	KN:1,TH:1	Vc:1,Ug:1	0.00
ma-ti-ko	2	2	KN:2	Vc:1,V-:1	0.50
ma-se	2	2	KN:2	Xd:1,Ws:1	1.00
po-ki	2	2	KN:1,PY:1	Xd:1,Xn:1	1.00
e-we-de-u	2	2	KN:2	Vc:1,Ga:1	0.50
ru-ki-ti-ja	2	2	KN:2	Xd:1,Ln:1	0.50
a-ke-ra-wo	2	2	KN:1,PY:1	Vc:1,Cn:1	0.00
a-pu2-ka	2	2	KN:1,PY:1	Xd:1,An:1	0.50
to-qa	2	2	KN:2	Fh:2	0.50
ka-ro	2	2	KN:1,PY:1	Fh:1,Ub:1	0.50
ma-ro-ne	2	2	KN:2	Fh:2	0.00
po-ro-ko-wa	2	2	KN:2	Fh:2	0.50
de-ma-si	2	2	KN:2	Fh:2	0.50
qa-ti-ja	2	2	KN:2	Fh:1,As:1	0.00
ka-ru-no	2	2	KN:2	Dl:2	0.00
ri-wi-so	2	2	KN:2	Ga:1,Dv:1	0.50
di-ta-ka-so	2	2	KN:2	Ga:1,Dl:1	0.00
ku-ka-so	2	2	KN:2	V-:1,As:1	1.00
e-ra-jo	2	2	KN:2	V-:1,Fh:1	0.50
pu-da-so	2	2	KN:2	V-:1,Dc:1	0.50
ko-no-ni-pi	2	2	KN:1,PY:1	K-:1,Ta:1	0.50
ke-u-po-da-o	2	2	KN:2	Dq:1,C-:1	1.00
mu-ko	2	2	KN:1,PY:1	X-:1,An:1	0.50
ko-we-jo	2	2	KN:2	Dq:1,Dk:1	1.00
pa-sa-ja	2	2	KN:2	X-:1,Ga:1	0.50
ku-mi-so	2	2	KN:2	X-:1,Da:1	0.50
a-du	2	2	KN:2	L-:1,X-:1	1.00
du-pu2-ra-zo	2	2	KN:2	V-:1,Da:1	0.00
wa-je	2	2	KN:2	V-:1,As:1	0.50
da-i-ra	2	2	KN:2	V-:1,Od:1	0.50
o-du	2	2	KN:2	V-:1,As:1	0.50
qe-ra-jo	2	2	KN:2	V-:1,Ve:1	0.50
nu-to	2	2	KN:2	V-:1,Vs:1	0.00
o-nu-ka	2	2	KN:2	Od:1,Ld:1	1.00
dwo-jo	2	2	KN:2	V-:1,Xd:1	0.50
ru-ki	2	2	KN:2	V-:1,Fh:1	1.00
di-za-so	2	2	KN:2	Pp:1,Dv:1	1.00
re-me-to	2	2	KN:2	Pp:1,Dd:1	0.50
wa-du-na	2	2	KN:2	V-:1,Vs:1	0.50
e-ro-pa-ke-ja	2	2	KN:2	Lc:1,L-:1	0.50
ke-ri-mi-ja	2	2	KN:1,PY:1	Lc:1,An:1	0.00
i-ta-ja	2	2	KN:2	Od:1,Ap:1	0.50
ti-mu-nu-we	2	2	KN:2	Od:2	0.50
si-da-jo	2	2	KN:2	Od:1,Dl:1	0.50
a-to-mo-na	2	2	KN:2	Od:2	0.00
po-ki-ro	2	2	KN:2	L-:1,Ld:1	1.00
di-ka-ta-ro	2	2	KN:2	As:1,Dd:1	0.50
a-ta-no	2	2	KN:2	Ve:1,As:1	0.50
wi-jo-qo-ta-o	2	2	KN:2	Ld:1,Dq:1	0.50
e-so-to	2	2	KN:2	Am:2	0.00
a-mo-ra-ma	2	2	KN:2	Am:2	0.00
no-si-ro	2	2	KN:2	As:1,Ln:1	0.00
ma-di	2	2	KN:2	As:1,Db:1	0.50
pa-ta-u-na	2	1	KN:2	As:2	0.50
ta-so	2	2	KN:2	As:1,Dv:1	0.50
ko-me-no	2	2	KN:2	As:1,Bk:1	1.00
re-po-so	2	2	KN:2	As:1,Od:1	1.00
no-da-ro	2	2	KN:2	As:1,Dc:1	0.50
au	2	2	KN:1,TH:1	Ak:1,X-:1	0.50
ke-ja	2	2	KN:2	Ak:1,Xd:1	1.00
ne-o	2	2	KN:2	Ap:1,V-:1	1.00
te-qa-ja	2	2	KN:1,PY:1	Ap:1,Ep:1	0.50
tu-zo	2	2	KN:2	Ap:1,C-:1	0.00
ku-tu-qa-no	2	2	KN:2	Ap:1,Da:1	0.00
wi-da-ma-ta2	2	2	KN:2	Ap:1,Ln:1	0.00
tu-ka-na	2	1	KN:2	Ap:2	0.00
a-re-i-jo	2	2	KN:1,PY:1	Le:1,An:1	0.50
te-pe-ja	2	2	KN:1,TH:1	Le:1,Of:1	0.00
de-ko-to	2	2	KN:1,PY:1	Le:1,Cn:1	0.50
sa-ma-ri-wa-ta	2	2	KN:2	As:1,Dv:1	0.50
o-pi-si-ri-ja-we	2	2	KN:2	Lc:1,L-:1	1.00
tu-ti	2	2	KN:2	Vs:1,Dv:1	0.50
a-ro-we	2	2	KN:2	X-:1,K-:1	0.50
tu-ri-si-jo	2	2	KN:2	E-:1,Og:1	0.00
ra-ti-jo	2	2	KN:2	E-:1,X-:1	0.50
a-pu-do-ke	2	2	KN:1,TH:1	Od:1,Wu:1	0.00
e-re-pa-to	2	2	KN:1,PY:1	V-:1,Sa:1	0.00
ka-so	2	2	KN:1,PY:1	V-:1,Cn:1	0.00
pi-mo-no	2	2	KN:2	Od:1,Ws:1	0.50
re-po-to	2	2	KN:1,PY:1	L-:1,Un:1	0.50
sa-pa	2	2	KN:1,MY:1	L-:1,Oe:1	0.00
ka-ra-we	2	2	KN:2	Ap:2	0.50
ne-we	2	2	KN:1,TH:1	L-:1,Ug:1	1.00
da-mi	2	2	KN:2	K-:1,Wb:1	1.00
re-ne	2	2	KN:2	M-:1,X-:1	1.00
a-ro2-e	2	2	KN:2	L-:2	1.00
me-sa-ta	2	2	KN:2	L-:2	0.50
e-to-ro-qa-ta	2	2	KN:2	U-:1,M-:1	1.00
a-ka-wo	2	2	KN:1,PY:1	Ga:1,Jo:1	0.50
a-di-je-wo	2	2	KN:2	Dq:2	1.00
qa-mi-jo	2	2	KN:2	E-:1,Og:1	0.00
a-me-a	2	2	KN:2	Od:1,Da:1	0.00
e-ka-te-jo	2	2	KN:2	X-:1,Sf:1	1.00
a-mo-te-re	2	2	KN:2	X-:1,Xe:1	1.00
ka-ra-re-we	2	2	KN:1,PY:1	K-:1,Fr:1	0.50
ne-ki-ri-de	2	2	KN:2	Ak:1,Ln:1	0.50
ke-ro-ta	2	2	KN:2	Ld:2	0.00
pa-ra-wa-jo	2	2	KN:1,PY:1	Sk:1,Sh:1	0.50
a-ke-ta	2	2	KN:1,PY:1	B-:1,Cn:1	1.00
ke-do-si-ja	2	2	KN:2	Bk:2	1.00
pa-wi-no	2	2	KN:2	Bk:2	0.50
ma-ma-ro	2	2	KN:1,PY:1	Bk:1,Cn:1	0.00
a-pi-me-de	2	2	KN:1,PY:1	Bk:1,Eb:1	0.00
pu-ra	2	2	KN:2	Bk:1,Vs:1	1.00
ma-di-qo	2	2	KN:2	Bk:1,Db:1	0.00
a-pi	2	2	KN:1,PY:1	F-:1,Ta:1	0.00
pa-sa	2	2	KN:2	F-:1,X-:1	0.50
po-ti-ni-ja-we-ja	2	2	KN:2	F-:1,Dp:1	0.50
a-pu	2	2	KN:1,PY:1	F-:1,Ta:1	0.50
ki-ta-ne-to	2	2	KN:2	Am:1,Da:1	0.00
si-mi-te-u	2	2	KN:1,TH:1	Am:1,Av:1	0.00
we-ka-di-jo	2	2	KN:2	V-:1,U-:1	0.50
no-re	2	2	KN:2	V-:1,C-:1	1.00
wo-we-u	2	2	KN:2	Uf:1,C-:1	0.00
ka-po	2	2	KN:2	F-:2	1.00
pe-ra	2	2	KN:1,MY:1	E-:1,Ue:1	1.00
e-pi-ke-re	2	2	KN:2	F-:2	0.50
a-ke-re-mo-no	2	1	KN:2	V-:2	0.00
a3-ki-no-o	2	2	KN:2	Se:2	0.50
e-re-pa-te-jo-pi	2	1	KN:2	Se:2	0.50
ka-ke	2	2	KN:2	Se:1,As:1	0.50
i-qo	2	2	KN:1,PY:1	Ca:1,Fa:1	0.00
a3-wo-ro	2	2	KN:2	Ch:2	0.50
o-du-ru-wi-jo	2	2	KN:1,TH:1	C-:1,Z-:1	0.00
da-nu-wo	2	2	KN:2	C-:2	0.50
si-ra-ro	2	2	KN:2	C-:1,Co:1	0.00
a-pa-ta-wa	2	2	KN:2	C-:1,Co:1	0.00
de-ki-si-wo	2	2	KN:1,PY:1	Cf:1,Cn:1	0.00
qa-sa-ko	2	2	KN:2	C-:1,Dd:1	0.00
ka-sa-ro	2	2	KN:2	C-:1,Dv:1	0.00
ko-to	2	2	KN:2	C-:1,Vd:1	0.00
ra-wo-qo-no-jo	2	2	KN:2	Dl:1,D-:1	1.00
e-se-re-e-jo	2	2	KN:2	Dl:2	0.00
ri-jo-de	2	2	KN:1,PY:1	Ga:1,Vn:1	0.50
do-ri-ka-o	2	2	KN:1,PY:1	Vs:1,Jo:1	1.00
da-to-ro	2	2	KN:2	Dk:1,Dv:1	0.00
e-wi-su-zo-ko	2	2	KN:2	Se:2	1.00
ti-ta-ma	2	2	KN:2	X-:2	1.00
ke-ra	2	2	KN:2	Ra:2	0.50
po-ka	2	2	KN:2	Dp:2	1.00
pe-ra2	2	2	KN:1,PY:1	X-:1,Vn:1	1.00
ka-di-ti-ja	2	2	KN:2	Vf:2	1.00
e-re-pa-te-o	2	2	KN:2	Se:1,Xf:1	1.00
pe-ri-qo-ta	2	2	KN:1,PY:1	Uf:1,Jn:1	0.00
a3-zo-ro-qe	2	2	KN:2	Ch:2	0.50
we-ka-sa	2	2	KN:1,TH:1	Ai:1,Gp:1	1.00
e-ra-wo	2	2	KN:1,PY:1	Cg:1,Fr:1	1.00
ru-wo	2	2	KN:2	X-:1,Dk:1	1.00
a-re-ki-si-to-jo	2	2	KN:2	So:1,Sf:1	0.50
a-te-i-ja-ta	2	2	KN:2	Dk:1,Dd:1	0.00
ka-da-no	2	2	KN:2	Dk:1,Dv:1	0.00
za-ra-ro	2	2	KN:2	Dk:1,Dd:1	1.00
ka-mi-ni-to	2	2	KN:2	Dk:1,De:1	0.00
e-ru-to-ro	2	2	KN:2	Dk:1,As:1	0.00
ti-mi-za	2	2	KN:2	Dk:1,Df:1	0.00
ko-ti	2	2	KN:2	De:1,Db:1	0.50
a-ka-ta-jo	2	2	KN:1,PY:1	Db:1,Eo:1	0.50
ru-na-mo	2	2	KN:2	Da:2	0.00
qa-si-da-ro	2	2	KN:2	Db:1,Dv:1	0.00
de-ke-se-u	2	2	KN:2	Df:1,Db:1	0.00
po-ro-u-te-u	2	2	KN:1,PY:1	Dc:1,Jn:1	0.00
po-ru-qo-to	2	2	KN:1,PY:1	Da:1,An:1	1.00
ra-ko	2	2	KN:1,MY:1	Db:1,Eu:1	1.00
da-ja-ro	2	2	KN:2	De:1,Da:1	0.00
ka-to	2	2	KN:2	De:1,Dv:1	0.00
to-u-na-ta	2	2	KN:2	Dm:1,Dv:1	0.00
a3-ke-wa-to	2	2	KN:2	Db:2	0.00
ta-na-po-so	2	2	KN:2	Db:1,Dc:1	0.00
du-ni	2	2	KN:2	Dd:2	0.00
a3-ta-ro-we	2	2	KN:1,PY:1	Da:1,Cn:1	0.00
na-pu-ti-jo	2	2	KN:1,PY:1	Db:1,Jn:1	0.00
ku-ta-si-jo	2	2	KN:2	Dv:1,Da:1	0.00
a-no-ke-we	2	2	KN:1,PY:1	Db:1,An:1	0.00
ko-ri-jo	2	2	KN:2	Db:1,Nc:1	0.50
je-zo	2	2	KN:2	Db:1,De:1	0.50
tu-qa-ni-ja-so	2	2	KN:2	Db:1,Np:1	0.00
pa-ti	2	2	KN:2	Dd:1,As:1	0.00
u-wa-ta	2	2	KN:1,PY:1	Dd:1,Jn:1	0.00
te-ru-sa	2	2	KN:1,TH:1	Dv:1,Of:1	0.00
u-ra-mo-no	2	2	KN:2	Da:1,As:1	0.00
a-re-ta2	2	2	KN:2	Df:1,X-:1	0.00
qa-sa-ro-we	2	2	KN:2	Db:1,Np:1	0.50
ta-we-si-jo	2	2	KN:2	Dv:2	0.50
ka-ne-u-ta	2	2	KN:2	Da:1,X-:1	0.50
wi-ja-ma-ro	2	2	KN:2	Da:1,As:1	0.00
te-pa	2	2	KN:2	X-:1,Ws:1	0.50
ru-na-so	2	2	KN:2	Dv:2	0.50
ka-ni-to	2	2	KN:2	Db:1,Dh:1	0.00
a-wo-i-jo	2	2	KN:1,PY:1	Dv:1,Cn:1	0.00
qi-ja-zo	2	2	KN:2	Dv:1,Xe:1	0.50
ka-ri-se-u	2	2	KN:1,PY:1	As:1,Jn:1	0.00
ru-na	2	2	KN:1,PY:1	As:1,Un:1	0.00
du-to	2	1	KN:2	As:2	0.00
ke-ka-to	2	2	KN:1,PY:1	As:1,Pn:1	0.00
e-sa-re-we	2	2	KN:1,PY:1	As:1,Cn:1	0.00
a3-ni-jo	2	2	KN:1,TH:1	As:1,Gp:1	0.00
za-mi-jo	2	2	KN:1,PY:1	As:1,An:1	0.00
ke-sa-do-ro	2	2	KN:1,PY:1	As:1,Vn:1	0.00
sa-zo	2	2	KN:2	As:1,Dv:1	1.00
pi-ma-na-ro	2	2	KN:2	As:1,Vs:1	0.50
e-ke-da-mo	2	2	KN:1,PY:1	Uf:1,Cn:1	0.00
zo-wi-jo	2	2	KN:1,PY:1	Vs:1,Cn:1	0.00
pa-ka	2	2	KN:1,PY:1	Vs:1,Bn:1	0.00
po-da	2	1	KN:2	Vs:2	0.50
mo-ri-wo-do	2	1	KN:2	Og:2	0.50
de-so-mo	2	2	KN:2	Ra:2	0.50
pi-ri-je-te	2	2	KN:2	Ra:2	0.50
pa-ta-ja	2	2	KN:2	Ws:2	0.00
a-mo	2	2	KN:2	Sf:1,X-:1	1.00
o-da-ke-we-ta	2	2	KN:2	Sf:1,So:1	1.00
te-wi-ja	2	2	KN:1,PY:1	X-:1,Wa:1	1.00
i-qi-jo	2	2	KN:2	Sd:2	0.00
e-re-pa	2	2	KN:1,PY:1	Sd:1,Va:1	0.00
do-we-jo	2	2	KN:2	Sd:2	0.50
wi-ri-ne-jo	2	2	KN:2	Sd:2	0.50
te-mi-dwe-te	2	2	KN:2	So:2	0.50
a-re-ki-si-to	2	2	KN:1,PY:1	So:1,Vn:1	0.50
me-to-re	2	2	KN:1,PY:1	Og:1,Na:1	0.00
e-ri-ko	2	2	KN:2	So:1,Bk:1	1.00
ze-ro	2	2	KN:2	As:1,Da:1	0.50
ka-pa-ra2	2	2	KN:1,PY:1	Ak:1,Jn:1	0.50
po-ro-ko	2	2	KN:1,PY:1	Dv:1,Jn:1	0.50
do-si	2	2	KN:2	Ga:1,X-:1	1.00
pa-ra-ku	2	2	KN:1,PY:1	Sp:1,Cn:1	1.00
ki-ri	2	2	KN:2	X-:1,Sc:1	1.00
ti-ko-ro	2	2	KN:1,PY:1	Da:1,Cn:1	0.50
wo-jo	2	2	KN:1,PY:1	Dv:1,Eb:1	0.50
wi-ri-ne-we	2	2	KN:2	Fh:2	0.50
ja-we-jo	2	2	KN:1,TH:1	C-:1,Ug:1	1.00
ti-no	2	2	KN:1,PY:1	Ap:1,An:1	0.00
di-du-mo	2	2	KN:1,MY:1	X-:1,Oe:1	0.50
ta-jo	2	2	KN:1,PY:1	Nc:1,Jn:1	1.00
di-ki	2	2	KN:2	Dv:1,Xd:1	1.00
ja-ro	2	2	KN:1,PY:1	Vs:1,Xn:1	1.00
da-ma	2	2	KN:2	X-:1,Dv:1	1.00
e-me	2	2	KN:1,PY:1	L-:1,Ta:1	0.50
me-ri-to	2	2	KN:1,PY:1	As:1,Un:1	0.50
pe-po-ro	2	2	KN:1,PY:1	De:1,Jn:1	0.00
ta-o	2	2	KN:2	Dq:2	1.00
te-i-ja	2	2	KN:1,PY:1	Xe:1,Fr:1	0.00
to-wo	2	2	KN:2	Sc:1,X-:1	1.00
ne-to	2	2	KN:1,MY:1	Ve:1,X-:1	1.00
pe-qe-u	2	2	KN:1,PY:1	Vd:1,Jn:1	0.00
ru-wa	2	2	KN:1,PY:1	Vc:1,Un:1	1.00
o-ka-ra	2	2	KN:1,PY:1	Od:1,An:1	0.00
e-u	2	2	KN:1,PY:1	Xd:1,Cn:1	1.00
a-wa	2	2	KN:2	Xd:1,X-:1	1.00
ri-so-wa	2	2	KN:1,PY:1	Sc:1,Aq:1	1.00
sa-ma	2	2	KN:2	V-:1,Dk:1	1.00
e-po-mi-jo	2	2	KN:2	Sk:2	0.50
ka-ta-ro	2	2	KN:1,MY:1	Xg:1,Z-:1	1.00
ko-we	2	2	KN:2	Ws:1,X-:1	0.50
do	2	2	KN:1,PY:1	Xd:1,La:1	1.00
nu-se	2	2	KN:1,TI:1	X-:2	1.00
jo-jo	2	2	KN:1,PY:1	X-:1,Vn:1	1.00
me-re-ti-ri-ja	2	2	PY:2	Aa:2	0.00
a-ke-ti-ri-ja	2	2	PY:2	Aa:2	0.00
ke-e	2	2	PY:2	Aa:1,Ad:1	0.00
a-ra-ka-te-ja	2	2	PY:1,TH:1	Aa:1,Of:1	0.00
ko-ro-ki-ja	2	2	PY:2	Aa:1,Ab:1	0.00
ti-nwa-si-ja	2	2	PY:2	Aa:1,Ab:1	0.00
we-we-si-je-ja	2	2	PY:2	Aa:1,Ab:1	0.00
a-da-ra-te-ja	2	2	PY:2	Aa:1,Ab:1	0.50
ka-pa-ra2-de	2	2	PY:2	Aa:1,An:1	0.00
ki-ni-di-ja	2	2	PY:2	Aa:1,Ab:1	0.00
pa-wo-ke	2	2	PY:2	Aa:1,Ab:1	0.00
ra-wi-ja-ja	2	2	PY:2	Aa:1,Ab:1	0.00
ri-ne-ja	2	2	PY:2	Ab:2	0.00
a-ke-ti-ra2-o	2	2	PY:2	Ad:2	0.00
mi-ra-ti-ja-o	2	2	PY:2	Ad:2	0.00
ku-te-ra-o	2	2	PY:2	Ad:2	0.00
tu-ra-te-u	2	2	PY:2	Ae:2	0.00
du-ni-jo-jo	2	2	PY:2	Ae:2	0.00
qe-to-ro-po-pi	2	2	PY:2	Ae:2	0.50
ta-ra-ma-ta-o	2	2	PY:2	Ae:1,Ea:1	0.50
ke-ro-wo	2	2	PY:2	Ae:1,Cn:1	0.00
pi-ra-jo	2	2	PY:2	Ae:1,Un:1	0.50
te-ta-ra-ne	2	2	PY:2	An:2	0.00
a-po-ne-we	2	2	PY:2	An:2	0.00
qe-re-me-ti-wo	2	2	PY:2	An:1,Cr:1	0.00
mu-ta-pi	2	2	PY:2	An:1,Cn:1	0.00
te-ko-to-na-pe	2	1	PY:2	An:2	0.00
tu-ru-pte-ri-ja	2	2	PY:2	An:1,Un:1	0.00
pa-ra-we-wo	2	2	PY:2	An:1,Vn:1	0.50
qo-ta-wo	2	2	PY:2	An:1,Na:1	0.50
wo-wi-ja-ta	2	2	PY:2	An:1,Jn:1	0.50
sa-ri-qo-ro	2	2	PY:2	An:1,Jn:1	0.00
a-we-u-pi	2	1	PY:2	An:2	0.00
ka-ra-u-ro	2	2	PY:2	An:1,Jn:1	0.00
ta-ra-to	2	2	PY:2	An:1,Eo:1	0.00
a-pi-jo-to	2	1	PY:2	An:2	0.00
o-wo-to	2	2	PY:2	An:1,Vn:1	0.00
ta-we-si-jo-jo	2	2	PY:2	An:1,Un:1	0.00
tu-ru-we-u	2	2	PY:2	An:1,Cn:1	0.50
a-pi-o-to	2	2	PY:2	An:1,Un:1	0.00
ra-wa-ra-ta2	2	2	PY:2	An:1,Ma:1	0.00
po-ti-ja-ke-e	2	2	PY:2	An:2	0.00
pu-ti-ja	2	2	PY:2	An:1,Qa:1	0.00
a-no-ra-ta	2	2	PY:2	An:1,Jn:1	0.00
te-u-ta-ra-ko-ro	2	2	PY:2	An:1,Eo:1	1.00
sa-ri-nu-wo-te	2	2	PY:2	An:1,Mn:1	0.50
pa-ko	2	2	PY:2	An:1,Fr:1	0.00
mu-to-na	2	2	PY:2	An:1,Jn:1	0.50
a-pi-te-wa	2	2	PY:2	An:1,Na:1	0.50
de-wi-jo	2	2	PY:2	An:1,Aq:1	0.00
ko-ma-we	2	2	PY:2	An:1,Jn:1	0.00
pi-ru-te	2	2	PY:2	An:1,Cn:1	0.00
ku-sa-me-ni-jo	2	2	PY:2	An:1,Aq:1	1.00
ma-te-de	2	1	PY:2	An:2	0.00
ku-te-re-u-pi	2	2	PY:2	An:1,Na:1	0.00
ma-te	2	1	PY:2	An:2	0.00
pa-te-de	2	1	PY:2	An:2	0.00
wo-qe-we	2	2	PY:2	An:2	1.00
za-e-to-ro	2	2	PY:2	An:2	0.00
ko-tu-we	2	2	PY:2	An:1,Na:1	0.50
e-qo-te	2	2	PY:2	An:2	0.50
a-ti-ja-wo	2	2	PY:2	An:1,Jn:1	0.00
a-re-ku-tu-ru-wo	2	2	PY:2	An:1,Es:1	0.00
pe-ri-no	2	2	PY:2	An:1,Jn:1	0.00
pu2-ti-ja	2	2	PY:2	An:1,Jn:1	0.00
a-pu2-ka-ne	2	2	PY:2	An:2	0.00
a-da-ra-ti-jo	2	2	PY:2	An:1,Aq:1	0.00
ka-e-sa-me-no	2	2	PY:1,TH:1	An:1,Ug:1	0.00
e-te-wa	2	2	PY:2	An:1,Cn:1	0.50
ku-pa-ri-si-jo	2	1	PY:2	An:2	0.00
ke-ki-jo	2	2	PY:2	An:1,Aq:1	0.50
e-u-ka-ro	2	2	PY:2	An:1,Jn:1	0.00
a-pe-e-ke	2	1	PY:2	An:2	0.00
o-pe-ro-te	2	2	PY:2	An:1,Aq:1	0.50
e-ko-si-qe	2	2	PY:2	An:1,Eb:1	1.00
o-pi-da-mi-jo	2	2	PY:2	An:1,Cn:1	0.00
te-re-ne-wi-ja	2	2	PY:2	An:1,Cr:1	1.00
me-ta-ka-wa	2	1	PY:2	An:2	0.50
ma-ra-si-jo	2	2	PY:2	An:1,Jn:1	1.00
a-pi-e-ra	2	2	PY:1,MY:1	An:1,Oe:1	0.50
ka-do-wo	2	2	PY:2	Aq:1,Cn:1	0.00
i-te-re-wa	2	2	PY:2	Aq:1,Jo:1	0.00
pa-ku-ro2	2	2	PY:2	Aq:1,Jn:1	0.00
me-nu-a2	2	2	PY:2	Aq:1,Qa:1	0.50
ma-se-de	2	2	PY:2	Cc:1,Mn:1	0.50
me-za-na	2	2	PY:2	Cn:1,Sh:1	0.00
e-re-u-te-re	2	2	PY:2	Cn:1,Wa:1	0.50
a-ka-re-u-te	2	1	PY:2	Cn:2	0.00
tu-ni-jo	2	2	PY:2	Cn:1,Xa:1	0.50
e-ri-no-wo-te	2	2	PY:2	Cn:1,Mn:1	0.00
a-ne-u-te	2	1	PY:2	Cn:2	0.00
ma-u-ti-jo	2	2	PY:2	Cn:1,Jn:1	0.00
ka-ta-wa	2	2	PY:2	Cn:1,Jn:1	0.00
pe-qe-we	2	2	PY:2	Cn:1,Fn:1	0.00
po-ko-ro	2	2	PY:2	Cn:2	0.00
wi-ja-te-we	2	2	PY:2	Cn:2	0.00
po-te-u	2	2	PY:1,TH:1	Cn:1,Ug:1	0.50
o-ku-ka	2	2	PY:2	Cn:2	0.00
ko-ru-no	2	2	PY:2	Cn:2	0.50
o-wa-ko	2	2	PY:2	Cn:1,Jn:1	0.00
to-ro-wi	2	2	PY:2	Cn:1,Jn:1	0.00
a-no-po	2	2	PY:2	Cn:1,Va:1	0.00
e-ti-ra-wo	2	2	PY:2	Cn:2	0.00
ke-sa-me-no	2	2	PY:2	Cn:1,Fn:1	0.00
pu-wi-no	2	2	PY:2	Cn:2	0.50
ka-sa	2	2	PY:1,TH:1	Cn:1,Gp:1	1.00
ti-tu	2	2	PY:1,TH:1	Cn:1,Z-:1	1.00
a-no	2	2	PY:2	Cn:1,Sa:1	0.50
a-ko-ro-we	2	1	PY:2	Cn:2	0.50
re-u-ko	2	2	PY:1,MY:1	Cn:1,Oi:1	1.00
a-ta-tu-ro	2	2	PY:2	Cn:1,Jn:1	0.00
ne-ti-ja-no	2	2	PY:1,TH:1	Cn:1,Av:1	0.50
ke-re-no	2	2	PY:1,MY:1	Cn:1,Au:1	0.00
ti-ri-po-di-ko	2	2	PY:1,MY:1	Cn:1,Ue:1	0.00
ke-we-no	2	2	PY:2	Cn:1,Jn:1	0.00
wi-ja-we-ra2	2	2	PY:2	Cn:2	0.00
ma-ra-ni-jo	2	2	PY:2	Cn:2	0.00
a-ri-wo	2	2	PY:2	Cn:1,La:1	0.50
di-u-ja	2	2	PY:2	Cn:1,Tn:1	0.00
sa-ke-re-we	2	2	PY:2	Ea:2	0.50
ko-do-jo	2	2	PY:2	Ea:2	0.00
o-ke-u	2	2	PY:2	Ea:2	0.00
a-mo-te-wo	2	2	PY:2	Ea:2	0.50
mo-ro-qo-ro	2	2	PY:2	Ea:2	0.00
