id	id_norm	kind	site	period	url
HT Wa 1292	HTWa1292	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=88
HT Wa 1293	HTWa1293	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=88
HT Wa 1294	HTWa1294	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=89
HT Wa 1295	HTWa1295	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=89
HT Wa 1298	HTWa1298	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=89
HT Wa 1303	HTWa1303	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=89
HT Wa 1305	HTWa1305	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=89
HT Wa 1307	HTWa1307	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=89
HT Wa 1308	HTWa1308	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=89
HT Wa 1317	HTWa1317	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=90
HT Wa 1319	HTWa1319	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=90
HT Wa 1323	HTWa1323	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=91
HT Wa 1324	HTWa1324	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=91
HT Wa 1451	HTWa1451	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=99
HT Wa 1471	HTWa1471	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=101
HT Wa 1472	HTWa1472	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=101
HT Wa 1473	HTWa1473	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=101
HT Wa 1474	HTWa1474	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=101
HT Wa 1481	HTWa1481	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=101
HT Wa 1490	HTWa1490	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=102
HT Wa 1508	HTWa1508	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=103
HT Wa 1512	HTWa1512	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=103
HT Wa 1518	HTWa1518	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=104
HT Wa 1530	HTWa1530	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=104
HT Wa 1531	HTWa1531	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=105
HT Wa 1533	HTWa1533	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=105
HT Wa 1538	HTWa1538	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=105
HT Wa 1544	HTWa1544	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=105
HT Wa 1547	HTWa1547	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=106
HT Wa 1550	HTWa1550	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=106
HT Wa 1559	HTWa1559	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=106
HT Wa 1561	HTWa1561	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=107
HT Wa 1562	HTWa1562	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=107
HT Wa 1579	HTWa1579	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=108
HT Wa 1584	HTWa1584	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=108
HT Wa 1587	HTWa1587	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=108
HT Wa 1590	HTWa1590	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=108
HT Wa 1592	HTWa1592	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=109
HT Wa 1598	HTWa1598	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=109
HT Wa 1600	HTWa1600	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=109
HT Wa 1603	HTWa1603	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=109
HT Wa 1608	HTWa1608	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=110
HT Wa 1610	HTWa1610	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=110
HT Wa 1612	HTWa1612	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=110
HT Wa 1613	HTWa1613	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=110
HT Wa 1614	HTWa1614	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=110
HT Wa 1623	HTWa1623	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=111
HT Wa 1624	HTWa1624	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=111
HT Wa 1625	HTWa1625	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=111
HT Wa 1631	HTWa1631	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=111
HT Wa 1639	HTWa1639	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=112
HT Wa 1654	HTWa1654	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=113
HT Wa 1658	HTWa1658	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=112
HT Wa 1659	HTWa1659	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=112
HT Wa 1669	HTWa1669	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=114
HT Wa 1710	HTWa1710	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=117
HT Wa 1720	HTWa1720	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=117
HT Wa 1723	HTWa1723	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=117
HT Wa 1725	HTWa1725	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=118
HT Wa 1734	HTWa1734	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=118
HT Wa 1747	HTWa1747	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=119
HT Wa 1751	HTWa1751	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=119
HT Wa 1753	HTWa1753	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=119
HT Wa 1754	HTWa1754	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=119
HT Wa 1758	HTWa1758	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=120
HT Wa 1764	HTWa1764	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=120
HT Wa 1766	HTWa1766	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=120
HT Wa 1793	HTWa1793	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=122
HT Wa 1805	HTWa1805	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=123
HT Wa 1809	HTWa1809	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=123
HT Wa 1813	HTWa1813	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=123
HT Wa 1816	HTWa1816	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=124
HT Wa 1849	HTWa1849	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=126
HT Wa 1850	HTWa1850	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=126
HT Wa 1851	HTWa1851	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=126
HT Wa 1852	HTWa1852	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=126
HT Wa 1853	HTWa1853	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=126
HT Wa 1854	HTWa1854	Nodule	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=cooqm3a5q3s12vmvdqppfim4sk80ag09&sp=126
HT Wc 3001	HTWc3001	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=132
HT Wc 3002	HTWc3002	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=132
HT Wc 3003	HTWc3003	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=132
HT Wc 3004a	HTWc3004a	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=133
HT Wc 3004b	HTWc3004b	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=133
HT Wc 3005a	HTWc3005a	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=133
HT Wc 3005b	HTWc3005b	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=133
HT Wc 3006a	HTWc3006a	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=133
HT Wc 3006b	HTWc3006b	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=133
HT Wc 3007	HTWc3007	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=134
HT Wc 3008a	HTWc3008a	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=134
HT Wc 3008b	HTWc3008b	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=134
HT Wc 3009a	HTWc3009a	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=134
HT Wc 3009b	HTWc3009b	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=134
HT Wc 3010	HTWc3010	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=135
HT Wc 3011	HTWc3011	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=135
HT Wc 3012a	HTWc3012a	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=135
HT Wc 3012b	HTWc3012b	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=135
HT Wc 3013	HTWc3013	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=136
HT Wc 3014a	HTWc3014a	Tablet	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=136
HT Wc 3014b	HTWc3014b	Tablet	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=136
HT Wc 3015a	HTWc3015a	Tablet	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=136
HT Wc 3015b	HTWc3015b	Tablet	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=136
HT Wc 3016a	HTWc3016a	Tablet	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=137
HT Wc 3016b	HTWc3016b	Tablet	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=137
HT Wc 3017a	HTWc3017a	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=137
HT Wc 3017b	HTWc3017b	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=137
HT Wc 3019	HTWc3019	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=138
HT Wc 3020a	HTWc3020a	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=138
HT Wc 3020b	HTWc3020b	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=2&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=138
HT Wc 3022	HTWc3022	Roundel	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=5&ce=ri69sv28ch462rl94m9pcr3glih11l21&sp=66
HT Zb 158a	HTZb158a	Pithos	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=106
HT Zb 158b	HTZb158b	Pithos	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=106
HT Zb 159	HTZb159	Pithos	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=108
HT Zb 160	HTZb160	Pithos	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=109
HT Zb 161	HTZb161	Sherd	Haghia Triada	LM IB	https://cefael.efa.gr/detail.php?site_id=1&actionID=page&serie_id=EtCret&volume_number=21&issue_number=4&x=8&y=11&max_image_size=1299&ce=8f2rnhvf1dgc4tvccieljgdnrtir6k68&sp=110
